"","lower","25","mid","75","upper"
"arena2",-0.451430055446587,-0.15567993636535,-0.016863441371861,0.13339580436555,0.481867794439141
"c_b_cys",-0.143340482586054,0.0607614120735795,0.165420732596387,0.296733733834223,0.646688360262456
"ce_sha",-0.584426144826638,-0.266011755598772,-0.114674416277933,0.0313299210312437,0.371717619283418
"de_sal",-0.788856577612633,-0.299440937450759,-0.104146591991291,0.105967838438803,0.685940649564895
"fa_mar",-0.883218944961882,-0.167039016020001,0.0909302403068973,0.36693457453409,1.40261841976362
"fl_psy",-1.12392700570269,-0.463751623511725,-0.168866946843927,0.208962702315715,1.16699466002035
"ic_hof",-0.779765075863643,-0.182459780594254,0.0232026588620444,0.302264623091238,1.54276254913439
"ic_mul",-0.950405051494091,-0.465849509933428,-0.268066104246432,-0.0856315058242766,0.324200321067536
"ku_thy",-1.25599008294186,-0.580756591902904,-0.273913806449011,0.0306678617638849,0.660351520533565
"lo_sal",-1.29003499601126,-0.465774015756013,-0.217728559963397,0.0748425687360842,1.24579335441415
"my_arc",-0.281723279259207,-0.103750823972855,0.000340836900425328,0.110103678960087,0.405443556688065
"pa_kab",-1.26490548086605,-0.409457924737461,-0.137879975797914,0.117050227595705,0.838432391394599
"pa_min",-0.588238143427427,-0.17346955255128,0.00968665820199591,0.155202523039249,0.429082865334489
"pa_pse",-0.197904469051552,0.233057065407508,0.537096635038951,0.924256556162723,1.74386197173809
"pa_ther",-0.336681196043165,-0.112236468467794,-0.00293497389231889,0.104979545936127,0.336520919350235
"pspv",-0.339704560643322,-0.118134142069306,-0.0149969879838044,0.0911793478007283,0.324055525889342
"rlo",-0.950138918908658,-0.330539717321812,-0.0991255344521856,0.118713798894354,0.612159724118734
"sch",-0.542742041296644,-0.208722074698469,-0.0540423144110339,0.134317613933099,0.786351260208041
"sp_des",-0.836262827010596,-0.167724357222889,0.0998409743781448,0.402808721857432,1.23880473148716
"te_bry",-0.857135618764344,-0.223245473274937,0.0266974164091004,0.279637294166795,0.965583774389344
"te_mar",-1.27021251356598,-0.454615746154805,-0.236137838085023,0.000267460705222722,0.888245924530571
"ven",-0.788894211688304,-0.458743149600628,-0.302257305449185,-0.151345720900141,0.159734296691283
